,BLDG/RM,COURSE,CREDIT,CRN,DAY/TIME,FROM / TO,INSTR.,SECT,STATUS,SUBJ
184,MON 350ANDGOV 325,Intensive Elementary Arabic II,6.00,23461,MTWR02:20PM - 03:35PMANDF02:20PM - 03:10PM,01/14/13 - 04/29/13,"Bonnah, A",10,OPEN,ARAB
185,COR 106AND1776 G 169,Intermediate Arabic II,4.00,21116,MW11:10AM - 12:00PMANDTR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Kassab, M",10,OPEN,ARAB
186,MON 352ANDMPA 302,Intermediate Arabic II,4.00,21785,MW09:35AM - 10:25AMANDTR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Kassab, M",11,OPEN,ARAB
187,OM 305ANDMON 452,Intermediate Arabic II,4.00,22098,MW02:20PM - 03:10PMANDTR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Kassab, M",12,OPEN,ARAB
188,GELM 609ANDGELM 608,Intermediate Arabic II,4.00,22513,MW09:35AM - 10:25AMANDTR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Oraby, E",13,OPEN,ARAB
189,1957 E 214ANDGELM 402,Intermediate Arabic II,4.00,22854,MW11:10AM - 12:00PMANDTR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Taher, N",14,OPEN,ARAB
190,MON 251ANDMPA 302,Intermediate Arabic II,4.00,26353,MW02:20PM - 03:10PMANDTR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Oraby, E",15,OPEN,ARAB
191,MON 452,Classical Arabic Prose,3.00,27241,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Bonnah, A",10,OPEN,ARAB
192,MON 351ANDMON 252,Intensv Intermed/Adv Arabic II,6.00,23459,MTWR02:20PM - 03:35PMANDF02:20PM - 03:10PM,01/14/13 - 04/29/13,"Tobkin, J",10,OPEN,ARAB
193,SMTH 114,Survey of Western Art II,3.00,23560,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Jacks, P; Urena, L",10,OPEN,"AH
	"
194,SMTH 115,Discussion,0.00,23806,F11:10AM - 12:00PM,01/14/13 - 04/29/13,"Jacks, P; Urena, L",30,OPEN,"AH
	"
195,SMTH 115,Discussion,0.00,23807,F12:10PM - 01:00PM,01/14/13 - 04/29/13,"Urena, L; Jacks, P",31,OPEN,"AH
	"
196,SMTH 115,Discussion,0.00,23808,F01:10PM - 02:00PM,01/14/13 - 04/29/13,"Jacks, P; Urena, L",32,OPEN,"AH
	"
197,SMTH 115,Discussion,0.00,23809,F02:10PM - 03:00PM,01/14/13 - 04/29/13,"Urena, L; Jacks, P",33,OPEN,"AH
	"
198,SMTH 114,European Art: Late 19th Cent,3.00,27186,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Gohari, S",10,CLOSED,"AH
	"
199,SMTH 115,European Art:  Early 20th Cent,3.00,26926,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Obler, B",10,CLOSED,"AH
	"
200,SMTH 114,Mod Arch Eur & Amer 1750-2000,3.00,26804,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Jacks, P",10,OPEN,"AH
	"
201,SMTH 114,American Art of the 20th Cent,3.00,24982,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Bjelajac, D",10,OPEN,"AH
	"
202,SMTH 114,AmericanArch:1860 to Present,3.00,24829,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Longstreth, R",80,OPEN,"AH
	"
203,SMTH 114,Amer Architecture:1860-Present,3.00,24828,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Longstreth, R",80,OPEN,AMST
204,SMTH 115,Hist-DecArts: AmericanHeritage,3.00,22705,W05:10PM - 07:40PM,01/14/13 - 04/29/13,"Carder, J",10,OPEN,"AH
	"
205,SMTH 115,South Asian Art,3.00,22333,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Francoeur, S",10,OPEN,"AH
	"
206,SMTH 115,The Art of Southeast Asia,3.00,22974,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Francoeur, S",10,OPEN,"AH
	"
207,SMTH 111,ArtExchbtwnNetherland&Italy;,3.00,26710,W09:00AM - 11:30AM,01/14/13 - 04/29/13,"Yeager-Crasselt, L",10,CLOSED,"AH
	"
208,SMTH 101B,Sem:BlackMountainandBeyond,3.00,24983,T05:30PM - 08:00PM,01/14/13 - 04/29/13,"Markoski, K",10,OPEN,"AH
	"
209,,Independent Study in Art Hist,3.00,22334,,01/14/13 - 04/29/13,"Robinson, L",10,CLOSED,"AH
	"
210,,Internship in Art History,3.00,22422,,01/14/13 - 04/29/13,"Robinson, L",10,OPEN,"AH
	"
211,SMTH 111,Sem:Collectors&TheirCollection;,3.00,26711,M09:30AM - 12:00PM,01/14/13 - 04/29/13,"Robinson, L",10,CLOSED,"AH
	"
212,SEE DEPT,MetaphysQuests&AbstrctArt20thC;,3.00,26712,T02:30PM - 05:00PM,01/14/13 - 04/29/13,"Hellstein, V",10,OPEN,"AH
	"
213,SMTH 111,Sculpt Exp in Trnsational Ctxt,3.00,22975,T06:00PM - 08:30PM,01/14/13 - 04/29/13,"Yoshitake, M",10,OPEN,"AH
	"
214,SMTH A-101,Sem:American Art in20th Cent,3.00,26714,M06:15PM - 08:45PM,01/14/13 - 04/29/13,"Goodyear, A",11,OPEN,"AH
	"
215,SMTH 111,ImagesOfHeavn&HellInBuddhstArt;,3.00,25404,R02:15PM - 04:45PM,01/14/13 - 04/29/13,"Hall, R",10,OPEN,"AH
	"
216,SMTH 111,RethinkingtheHudsonRiverSchool,3.00,27150,T09:30AM - 12:00PM,01/14/13 - 04/29/13,"Wallach, A",11,OPEN,"AH
	"
217,,Thesis Research,3.00,21375,,01/14/13 - 04/29/13,"Bjelajac, D",10,OPEN,"AH
	"
218,SMTH 304,Handbuilt Ceramics,3.00,22966,TR09:35AM - 12:25PM,01/14/13 - 04/29/13,"Varga, J",10,CLOSED,"FA
	"
219,SMTH 304,Handbuilt Ceramics,3.00,26019,MW12:45PM - 03:35PM,01/14/13 - 04/29/13,"Ozdogan, T",11,CLOSED,"FA
	"
220,SMTH 304,Wheelthrown Ceramics,3.00,22967,TR12:45PM - 03:35PM,01/14/13 - 04/29/13,"Pichaske, L",10,OPEN,"FA
	"
221,SMTH 304,Wheelthrown Ceramics,3.00,23413,TR03:55PM - 06:45PM,01/14/13 - 04/29/13,"Pichaske, L",11,CLOSED,"FA
	"
222,SMTH 304,Wheelthrown Ceramics,3.00,26018,MW09:35AM - 12:25PM,01/14/13 - 04/29/13,"Hicks, J",12,CLOSED,"FA
	"
223,SMTH 314,Sculpture I,3.00,22964,MW09:00AM - 12:00PM,01/14/13 - 04/29/13,"Cadenhead, P",10,CLOSED,"FA
	"
224,SMTH 314,Sculpture I,3.00,22965,TR01:00PM - 04:00PM,01/14/13 - 04/29/13,"Walsh, A",11,OPEN,"FA
	"
225,SMTH 314,Sculpture I,3.00,25251,TR09:00AM - 12:00PM,01/14/13 - 04/29/13,"Fox, S",12,OPEN,"FA
	"
226,SMTH 314,Sculpture I,3.00,26717,F10:00AM - 04:00PM,01/14/13 - 04/29/13,"Ruth, L",13,OPEN,"FA
	"
227,SMTH 314,Sculpture II,3.00,27081,MW01:00PM - 04:00PM,01/14/13 - 04/29/13,"Cadenhead, P",10,OPEN,"FA
	"
228,SMTH 401B,Drawing I,3.00,22358,MW09:35AM - 12:25PM,01/14/13 - 04/29/13,"Wright, J",10,CLOSED,"FA
	"
229,SMTH 401A,Drawing I,3.00,21877,MW01:00PM - 04:00PM,01/14/13 - 04/29/13,"Gbur, A",11,CLOSED,"FA
	"
230,SMTH 401B,Drawing I,3.00,22927,TR09:35AM - 12:25PM,01/14/13 - 04/29/13,"Wright, J",12,CLOSED,"FA
	"
231,SMTH 401A,Drawing I,3.00,23076,TR01:00PM - 04:00PM,01/14/13 - 04/29/13,"Clark, K",13,OPEN,"FA
	"
232,SMTH 501,Painting:  Visual Thinking,3.00,22971,MW01:00PM - 04:00PM,01/14/13 - 04/29/13,"Johnson, M",10,CLOSED,"FA
	"
233,SMTH 501,Painting:  Visual Thinking,3.00,22972,MW06:00PM - 09:00PM,01/14/13 - 04/29/13,"Chishty, M",11,CLOSED,"FA
	"
234,SMTH 501,Painting:  Visual Thinking,3.00,26718,TR09:00AM - 12:00PM,01/14/13 - 04/29/13,"Dolan, C",12,OPEN,"FA
	"
235,SMTH 501,Painting:  Visual Thinking,3.00,26719,TR01:00PM - 04:00PM,01/14/13 - 04/29/13,"McCutcheon, M",13,CLOSED,"FA
	"
236,SMTH 214,Black & White Photography,3.00,21370,M12:45PM - 05:10PM,01/14/13 - 04/29/13,"Alston, O",10,OPEN,"FA
	"
237,SMTH 214,Black & White Photography,3.00,22928,M05:35PM - 10:00PM,01/14/13 - 04/29/13,"Hume, E",11,OPEN,"FA
	"
238,COR 101,Stars/Planets/Life in the Univ,4.00,21788,MW11:10AM - 12:25PM,01/14/13 - 04/29/13,"Olsen, T",10,OPEN,ASTR
239,MON B33,Laboratory,0.00,21789,T09:10AM - 11:00AM,01/14/13 - 04/29/13,"Schauber, M",30,OPEN,ASTR
240,MON B33,Laboratory,0.00,21790,T11:10AM - 01:00PM,01/14/13 - 04/29/13,"Schauber, M",31,OPEN,ASTR
241,MON B33,Laboratory,0.00,21793,M03:10PM - 05:00PM,01/14/13 - 04/29/13,,32,OPEN,ASTR
242,MON B33,Laboratory,0.00,23758,M07:10PM - 09:00PM,01/14/13 - 04/29/13,"Cabrera Carnero, I",33,OPEN,ASTR
243,,Laboratory,0.00,21791,,01/14/13 - 04/29/13,,34,CANCELLED,ASTR
244,MON B33,Laboratory,0.00,25135,M05:10PM - 07:00PM,01/14/13 - 04/29/13,"Cabrera Carnero, I",35,OPEN,ASTR
245,MON 111,Stars/Planets/Life in the Univ,4.00,24152,MW06:00PM - 08:00PM,01/14/13 - 04/29/13,"Hahn, P; O'Donnell, C",11,OPEN,ASTR
246,COR 101,Origins of the Cosmos,4.00,25136,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Corsi, A",10,OPEN,ASTR
247,MON B33,Laboratory,0.00,25138,W03:10PM - 05:00PM,01/14/13 - 04/29/13,,30,OPEN,ASTR
248,MON B33,Laboratory,0.00,25139,W07:10PM - 09:00PM,01/14/13 - 04/29/13,"Bindra, R",31,OPEN,ASTR
249,MON B33,Laboratory,0.00,26377,R11:10AM - 01:00PM,01/14/13 - 04/29/13,"Rosen, J",32,OPEN,ASTR
250,MON B33,Laboratory,0.00,25140,W05:10PM - 07:00PM,01/14/13 - 04/29/13,"Bindra, R",33,OPEN,ASTR
251,,Laboratory,0.00,26378,,01/14/13 - 04/29/13,,34,CANCELLED,ASTR
252,,Laboratory,0.00,26379,,01/14/13 - 04/29/13,,35,CANCELLED,ASTR
253,MON 111,Origins of the Cosmos,4.00,25137,TR06:00PM - 08:00PM,01/14/13 - 04/29/13,"Opper, A; Corcoran, M; Ishizuka, Y",11,OPEN,ASTR
254,COR 209,Space Astrophysics,3.00,26803,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Kargaltsev, O",10,OPEN,ASTR
255,,Undrgrd Rsch in Astrophysics,3.00,22736,,01/14/13 - 04/29/13,"Dhuga, K",10,OPEN,ASTR
256,,Undrgrd Rsch in Astrophysics,3.00,22983,,01/14/13 - 04/29/13,"Parke, W",11,OPEN,ASTR
257,,Undrgrd Rsch in Astrophysics,3.00,22984,,01/14/13 - 04/29/13,"Maximon, L",12,OPEN,ASTR
258,,Undrgrd Rsch in Astrophysics,3.00,28497,,01/14/13 - 04/29/13,"Kargaltsev, O",13,OPEN,ASTR
259,,Undrgrd Rsch in Astrophysics,3.00,28498,,01/14/13 - 04/29/13,"Corsi, A",14,OPEN,ASTR
260,ROSS 114,Biochemistry Laboratory,2.00,24615,T01:00PM - 05:00PM,01/14/13 - 04/29/13,"Vanderhoek, J",10,OPEN,BIOC
261,SEE DEPT,Speical Topics in Biochemistry,2.00,27265,F01:00PM - 03:00PM,01/14/13 - 04/29/13,"Vanderhoek, J",80,OPEN,BIOC
262,SEE DEPT,Special Topics in Biochemistry,2.00,27264,F01:00PM - 03:00PM,01/14/13 - 04/29/13,"Vanderhoek, J",80,OPEN,BISC
263,SEE DEPT,Lipid Biotechnology,2.00,27267,R01:00PM - 05:00PM,01/14/13 - 04/29/13,"Vanderhoek, J",80,OPEN,BIOC
264,SEE DEPT,Lipid Biotechnology,2.00,23856,R01:00PM - 05:00PM,01/14/13 - 04/29/13,"Vanderhoek, J",80,OPEN,BISC
265,SEE DEPT,Undergraduate Research,1.00,27266,,01/14/13 - 04/29/13,"Vanderhoek, J",10,OPEN,BIOC
266,ROSS 229AND2020 K 10,Science&Medicine;:PricelessJrny,3.00,25750,M11:00AM - 01:00PMANDM06:10PM - 08:00PM,01/14/13 - 04/29/13,"Kumar, R; Murad, F",80,OPEN,BIOC
267,ROSS 229AND2020 K 10,Science&Medicine;:PricelessJrny,3.00,25425,M11:00AM - 01:00PMANDM06:10PM - 08:00PM,01/14/13 - 04/29/13,"Kumar, R; Murad, F",80,OPEN,HONR
268,ROSS 229,General Biochemistry,4.00,20052,MW06:00PM - 08:00PM,01/14/13 - 04/29/13,"Kumar, A",10,OPEN,BIOC
269,,Biochemistry Seminar,1.00,20053,T12:00PM - 01:00PM,01/14/13 - 04/29/13,"Vanderhoek, J",10,OPEN,BIOC
270,ROSS 114,Struct/Funct of Protein/Enzyme,3.00,20055,T06:10PM - 09:00PM,01/14/13 - 04/29/13,"Hu, V",10,OPEN,BIOC
271,ROSS 229,Sem:Genom/Proteom/Bioinform,1.00,26164,F12:00PM - 01:00PM,01/14/13 - 04/29/13,"Vanderhoek, J",10,OPEN,BIOC
272,SEE DEPT,Fundamentals of Proteomics,2.00,24625,T04:00PM - 06:00PM,01/14/13 - 04/29/13,"Eswaran, J; Mazumder, R",10,OPEN,BIOC
273,ROSS 529,Fndmntls of Molecular Biology,3.00,21868,MW04:30PM - 05:45PM,01/14/13 - 04/29/13,"Dimri, G",10,OPEN,BIOC
274,SEE DEPT,Carbohydrate & Lipid Methods,2.00,23445,R01:00PM - 05:00PM,01/14/13 - 04/29/13,"Vanderhoek, J",10,OPEN,BIOC
275,,Research,ARR,21464,,01/14/13 - 04/29/13,"Vanderhoek, J",10,OPEN,BIOC
276,,Advanced Reading,1.00 TO   6.00,20864,,01/14/13 - 04/29/13,"Vanderhoek, J",10,OPEN,BIOC
277,,Thesis Research,3.00,20059,,01/14/13 - 04/29/13,,10,OPEN,BIOC
278,,Thesis Research,3.00,20060,,01/14/13 - 04/29/13,,10,OPEN,BIOC
279,ROSS,Metabolism,4.00,21145,MW06:00PM - 08:00PM,01/14/13 - 04/29/13,"Walker, G; Elliott, M",10,OPEN,BIOC
280,ROSS,Molecular & Cell Signaling,3.00,25672,MW08:30AM - 10:00AM,01/14/13 - 04/29/13,,10,OPEN,BIOC
281,OM 312,Ecology&Evolution; of Organisms,3.00,23608,TR05:00PM - 05:50PM,01/14/13 - 04/29/13,"Scully, T",10,CLOSED,BISC
282,SCIE 201,Laboratory,0.00,23611,M02:10PM - 04:00PM,01/14/13 - 04/29/13,"Walker, I; Scully, T",M30,CLOSED,BISC
283,SCIE 201,Laboratory,0.00,23612,M04:30PM - 06:20PM,01/14/13 - 04/29/13,"Scully, T",M31,CLOSED,BISC
284,SCIE 201,Laboratory,0.00,23613,T09:30AM - 11:20AM,01/14/13 - 04/29/13,"Scully, T",M32,CLOSED,BISC
285,SCIE 201,Laboratory,0.00,23614,T11:40AM - 01:30PM,01/14/13 - 04/29/13,"Scully, T",M33,OPEN,BISC
286,SCIE 201,Laboratory,0.00,23615,T04:00PM - 05:50PM,01/14/13 - 04/29/13,"Scully, T",M34,CLOSED,BISC
287,SCIE 201,Laboratory,0.00,23616,R11:40AM - 01:30PM,01/14/13 - 04/29/13,"Scully, T",M35,OPEN,BISC
288,SCIE 201,Laboratory,0.00,23617,W10:10AM - 12:00PM,01/14/13 - 04/29/13,"Scully, T",M36,CLOSED,BISC
289,SCIE 201,Laboratory,0.00,23618,W01:20PM - 03:10PM,01/14/13 - 04/29/13,"Scully, T",M37,CLOSED,BISC
290,SCIE 201,Laboratory,0.00,23619,W03:40PM - 05:30PM,01/14/13 - 04/29/13,"Scully, T",M38,CLOSED,BISC
291,SCIE 201,Laboratory,0.00,23620,R04:00PM - 05:50PM,01/14/13 - 04/29/13,"Scully, T",M39,CLOSED,BISC
292,FNGR 108,Ecology&Evolution; of Organisms,3.00,23609,TR02:20PM - 03:10PM,01/14/13 - 04/29/13,"Scully, T",11,OPEN,BISC
293,SCIE 201,Laboratory,0.00,23611,M02:10PM - 04:00PM,01/14/13 - 04/29/13,"Walker, I; Scully, T",M30,CLOSED,BISC
294,SCIE 201,Laboratory,0.00,23612,M04:30PM - 06:20PM,01/14/13 - 04/29/13,"Scully, T",M31,CLOSED,BISC
295,SCIE 201,Laboratory,0.00,23613,T09:30AM - 11:20AM,01/14/13 - 04/29/13,"Scully, T",M32,CLOSED,BISC
296,SCIE 201,Laboratory,0.00,23614,T11:40AM - 01:30PM,01/14/13 - 04/29/13,"Scully, T",M33,OPEN,BISC
297,SCIE 201,Laboratory,0.00,23615,T04:00PM - 05:50PM,01/14/13 - 04/29/13,"Scully, T",M34,CLOSED,BISC
298,SCIE 201,Laboratory,0.00,23616,R11:40AM - 01:30PM,01/14/13 - 04/29/13,"Scully, T",M35,OPEN,BISC
299,SCIE 201,Laboratory,0.00,23617,W10:10AM - 12:00PM,01/14/13 - 04/29/13,"Scully, T",M36,CLOSED,BISC
300,SCIE 201,Laboratory,0.00,23618,W01:20PM - 03:10PM,01/14/13 - 04/29/13,"Scully, T",M37,CLOSED,BISC
301,SCIE 201,Laboratory,0.00,23619,W03:40PM - 05:30PM,01/14/13 - 04/29/13,"Scully, T",M38,CLOSED,BISC
302,SCIE 201,Laboratory,0.00,23620,R04:00PM - 05:50PM,01/14/13 - 04/29/13,"Scully, T",M39,CLOSED,BISC
303,,Intro Bio: Cells & Molecules,4.00,25384,,01/14/13 - 04/29/13,,10,CANCELLED,BISC
304,1957 E 213,IntroBio-Bio of Organisms,4.00,23153,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Doebel, H",10,OPEN,BISC
305,BELL 205,Laboratory,0.00,23154,M08:00AM - 10:50AM,01/14/13 - 04/29/13,"Doebel, H",30,OPEN,BISC
306,BELL 205,Laboratory,0.00,23155,M02:20PM - 05:10PM,01/14/13 - 04/29/13,"Doebel, H",31,OPEN,BISC
307,BELL 205,Laboratory,0.00,23156,M06:00PM - 08:50PM,01/14/13 - 04/29/13,"Doebel, H",32,OPEN,BISC
308,BELL 205,Laboratory,0.00,23157,T11:10AM - 02:00PM,01/14/13 - 04/29/13,"Doebel, H",33,CLOSED,BISC
309,BELL 205,Laboratory,0.00,23158,T02:20PM - 05:10PM,01/14/13 - 04/29/13,"Doebel, H",34,OPEN,BISC
310,BELL 205,Laboratory,0.00,23159,T06:00PM - 08:50PM,01/14/13 - 04/29/13,"Doebel, H",35,OPEN,BISC
311,BELL 205,Laboratory,0.00,23160,W08:00AM - 10:50AM,01/14/13 - 04/29/13,"Doebel, H",36,OPEN,BISC
312,BELL 205,Laboratory,0.00,23161,W02:20PM - 05:10PM,01/14/13 - 04/29/13,"Doebel, H",37,OPEN,BISC
313,BELL 205,Laboratory,0.00,23162,W06:00PM - 08:50PM,01/14/13 - 04/29/13,"Doebel, H",38,OPEN,BISC
314,BELL 205,Laboratory,0.00,23163,R11:10AM - 02:00PM,01/14/13 - 04/29/13,"Doebel, H",39,OPEN,BISC
315,BELL 205,Laboratory,0.00,23164,R02:20PM - 05:10PM,01/14/13 - 04/29/13,"Doebel, H",40,OPEN,BISC
316,BELL 205,Laboratory,0.00,23528,R06:00PM - 08:50PM,01/14/13 - 04/29/13,"Doebel, H",41,OPEN,BISC
317,BELL 205,Laboratory,0.00,24680,T08:00AM - 10:50AM,01/14/13 - 04/29/13,"Doebel, H",42,OPEN,BISC
318,FNGR 222,Cell Biology,3.00,20073,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Morris, D",10,OPEN,BISC
319,MPA 309,Genetics,3.00,20074,WF09:35AM - 10:50AM,01/14/13 - 04/29/13,"Castillo, J",10,OPEN,BISC
320,BELL 207,Genetics Laboratory,1.00,22277,W01:15PM - 03:50PM,01/14/13 - 04/29/13,"Johnson, D",10,OPEN,BISC
321,GELM B04,Biology of Cancer,3.00,24664,W07:10PM - 09:40PM,01/14/13 - 04/29/13,"Meerzaman, D",10,CLOSED,BISC
322,,Developmental Biology,4.00,24282,,01/14/13 - 04/29/13,,10,CANCELLED,BISC
323,MON 353,Developmental Neurobiology,3.00,27387,MW11:10AM - 12:25PM,01/14/13 - 04/29/13,"O'Halloran, D",10,OPEN,BISC
324,BELL 207,Plant Biology,3.00,23622,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Donaldson, R",10,OPEN,BISC
325,BELL 206ANDBELL 206,Histology,4.00,20075,MW12:45PM - 01:35PMANDMW01:45PM - 03:45PM,01/14/13 - 04/29/13,"Burns, J",10,CLOSED,BISC
326,BELL 207,Human Physiology Laboratory,1.00,25281,F01:00PM - 04:00PM,01/14/13 - 04/29/13,"Packer, R",10,CLOSED,BISC
327,BELL 206ANDBELL 201,Comparative Vertebrate Anatomy,4.00,23625,TR11:10AM - 12:25PMANDR01:00PM - 05:00PM,01/14/13 - 04/29/13,"Staab, K; Hernandez, L",10,OPEN,BISC
328,1957 E 214ANDBELL 204,Introductory Microbiology,4.00,22610,TR11:10AM - 12:25PMANDTR01:45PM - 03:35PM,01/14/13 - 04/29/13,"Morris, D",80,CLOSED,BISC
329,1957 E 214ANDBELL 204,Introductory Microbiology,4.00,22611,TR11:10AM - 12:25PMANDTR01:45PM - 03:35PM,01/14/13 - 04/29/13,"Morris, D",80,CLOSED,BISC
330,1957 E 214ANDBELL 204,Introductory Microbiology,4.00,22611,TR11:10AM - 12:25PMANDTR01:45PM - 03:35PM,01/14/13 - 04/29/13,"Morris, D",80,CLOSED,BISC
331,1957 E 214ANDBELL 204,Introductory Microbiology,4.00,22610,TR11:10AM - 12:25PMANDTR01:45PM - 03:35PM,01/14/13 - 04/29/13,"Morris, D",80,CLOSED,BISC
332,,Taxonomy of Flowering Plants,4.00,23166,,01/14/13 - 04/29/13,,10,CANCELLED,BISC
333,MPA B07,Organic Evolution,3.00,22580,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Lipscomb, D",10,OPEN,BISC
334,BELL 207,History of Life,3.00,23363,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Forster, C",80,CLOSED,BISC
335,BELL 207,History of Life,3.00,22603,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Forster, C",80,OPEN,GEOL
336,,Animal Behavior,3.00,22579,,01/14/13 - 04/29/13,,10,CANCELLED,BISC
337,,Lab Rotations,1.00,21144,,01/14/13 - 04/29/13,"Chiaramello, A",10,OPEN,BMSC
338,ROSS,Career Skills-Biomedical Sci,1.00,21612,W01:45PM - 03:00PM,01/14/13 - 04/29/13,"Werling, L",10,OPEN,BMSC
339,SEE DEPT,Molecular Basis of Human Disea,3.00,26946,MW08:30AM - 10:00AM,01/14/13 - 04/29/13,"Hoffman, E",10,OPEN,BMSC
340,SEE DEPT,Seminar in Systems Biology,2.00,27464,T03:00PM - 04:00PM,01/14/13 - 04/29/13,"Colberg-Poley, A",10,OPEN,BMSC
341,SEE DEPT,Readings and Research,1.00 TO  14.00,27705,,01/14/13 - 04/29/13,"Colberg-Poley, A",10,OPEN,BMSC
342,SEE DEPT,Dissertation Research,1.00 TO  14.00,27706,,01/14/13 - 04/29/13,"Colberg-Poley, A",10,OPEN,BMSC
343,,Reading and Research,ARR,21802,,01/14/13 - 04/29/13,,10,OPEN,BIOS
344,,Thesis Research,3.00,21803,,01/14/13 - 04/29/13,,10,OPEN,BIOS
345,,Thesis Research,3.00,21804,,01/14/13 - 04/29/13,,10,OPEN,BIOS
346,,Advanced Reading and Research,ARR,21805,,01/14/13 - 04/29/13,,10,OPEN,BIOS
347,,Dissertation Research,3.00 TO  12.00,21806,,01/14/13 - 04/29/13,,10,OPEN,BIOS
348,DUQUES 361,First Year Development Course,0.50,20866,M03:55PM - 04:45PM,01/14/13 - 04/29/13,"Agbeshie-Noye, I; Besnainou, I",10,OPEN,BADM
349,FNGR 223,First Year Development Course,0.50,21568,T03:55PM - 04:45PM,01/14/13 - 04/29/13,"Besnainou, I; Meadows, S",11,WAITLIST,BADM
350,DUQUES 362,First Year Development Course,0.50,24141,W09:35AM - 10:25AM,01/14/13 - 04/29/13,"Ruda, D; Besnainou, I",12,OPEN,BADM
351,DUQUES 451,First Year Development Course,0.50,24142,R03:55PM - 04:45PM,01/14/13 - 04/29/13,"Besnainou, I; Hutchins, J",13,WAITLIST,BADM
352,DUQUES 360,First Year Development Course,0.50,24143,R09:35AM - 10:25AM,01/14/13 - 04/29/13,"Hess, R; Besnainou, I",14,OPEN,BADM
353,DUQUES 360,First Year Development Course,0.50,24328,R11:10AM - 12:00PM,01/14/13 - 04/29/13,"Hess, R; Besnainou, I",15,WAITLIST,BADM
354,DUQUES 360,First Year Development Course,0.50,24329,M05:00PM - 05:50PM,01/14/13 - 04/29/13,"Besnainou, I; Christian III, W",16,WAITLIST,BADM
355,DUQUES 361,First Year Development Course,0.50,24330,T05:00PM - 05:50PM,01/14/13 - 04/29/13,"Besnainou, I; Meadows, S",17,OPEN,BADM
356,DUQUES 362,First Year Development Course,0.50,24331,W05:00PM - 05:50PM,01/14/13 - 04/29/13,"Besnainou, I; Battista, C",18,WAITLIST,BADM
357,DUQUES 451,First Year Development Course,0.50,24332,R05:00PM - 05:50PM,01/14/13 - 04/29/13,"Hutchins, J; Besnainou, I",19,OPEN,BADM
358,DUQUES 361,First Year Development Course,0.50,24333,R03:55PM - 04:45PM,01/14/13 - 04/29/13,"Besnainou, I; Cappello, A",20,OPEN,BADM
359,DUQUES 259,First Year Development Course,0.50,24334,R05:00PM - 05:50PM,01/14/13 - 04/29/13,"Besnainou, I; Cappello, A",21,OPEN,BADM
360,DUQUES 362,First Year Development Course,0.50,24335,T09:35AM - 10:25AM,01/14/13 - 04/29/13,"Iasnik, H; Besnainou, I",22,OPEN,BADM
361,DUQUES 362,First Year Development Course,0.50,24336,R09:35AM - 10:25AM,01/14/13 - 04/29/13,"Besnainou, I",23,WAITLIST,BADM
362,DUQUES 361,First Year Development Course,0.50,24337,M05:00PM - 05:50PM,01/14/13 - 04/29/13,"Agbeshie-Noye, I; Besnainou, I",24,WAITLIST,BADM
363,GELM 609,First Year Development Course,0.50,24338,T11:10AM - 12:00PM,01/14/13 - 04/29/13,"Iasnik, H; Besnainou, I",25,WAITLIST,BADM
364,DUQUES 362,First Year Development Course,0.50,24339,W11:10AM - 12:00PM,01/14/13 - 04/29/13,"Besnainou, I; Ruda, D",26,OPEN,BADM
365,DUQUES 362,First Year Development Course,0.50,24340,R11:10AM - 12:00PM,01/14/13 - 04/29/13,"Besnainou, I",27,OPEN,BADM
366,DUQUES 360,First Year Development Course,0.50,25426,M03:55PM - 04:45PM,01/14/13 - 04/29/13,"Besnainou, I; Christian III, W",28,WAITLIST,BADM
367,DUQUES 362,First Year Development Course,0.50,25837,W03:55PM - 04:45PM,01/14/13 - 04/29/13,"Battista, C; Besnainou, I",29,WAITLIST,BADM
368,1957 E 113,Contemporary Sci-Nonsci Majors,3.00,20086,MW02:20PM - 03:10PM,01/14/13 - 04/29/13,"Zysmilich, M",10,OPEN,CHEM
